filename,composer,type,tracks,4per_beat,first_key_sig,predicted_key_sig,first_time_n,first_time_d,first_time_32nd,time_clocks_per_click,first_note,first_note_time,has_note_off,has_key_change,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 3mov_4.mid,Haydn,1,12,192,,C,3,4,8,24,C,0,True,False,88.0,0.0,45.0,16.0,51.0,26.0,4.0,47.0,9.0,9.0,6.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_20.mid,Beethoven,1,11,120,Bb,D#,4,4,8,24,D,0,True,False,51.0,12.0,30.0,30.0,7.0,34.0,17.0,19.0,10.0,15.0,110.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Air_on_G_string_BWV1068_0.mid,Bach,1,5,480,C,C,4,4,8,24,E,0,True,False,26.0,4.0,18.0,0.0,15.0,16.0,7.0,27.0,0.0,24.0,4.0,20.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_21.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,A#,0,True,False,59.0,22.0,69.0,49.0,13.0,68.0,14.0,37.0,7.0,43.0,154.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 3mov_5.mid,Haydn,1,12,192,,D#,3,4,8,24,G,0,True,False,18.0,4.0,22.0,59.0,2.0,28.0,0.0,48.0,31.0,0.0,49.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Air_on_G_string_BWV1068_2.mid,Bach,1,5,480,C,C,4,4,8,24,C,0,True,False,31.0,5.0,26.0,0.0,21.0,20.0,7.0,31.0,2.0,19.0,5.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_22.mid,Beethoven,1,11,120,Bb,F,4,4,8,24,G,0,True,False,26.0,23.0,48.0,23.0,33.0,45.0,17.0,32.0,6.0,36.0,109.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_0.mid,Bach,1,3,1024,D,D,1,4,8,24,D,0,True,False,0.0,18.0,26.0,0.0,15.0,0.0,15.0,10.0,5.0,18.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 3mov_6.mid,Haydn,1,12,192,,C,3,4,8,24,E,0,True,False,108.0,0.0,37.0,4.0,54.0,46.0,8.0,52.0,18.0,46.0,7.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_1.mid,Bach,1,3,1024,D,A,3,8,8,36,F#,0,True,False,0.0,16.0,17.0,0.0,14.0,0.0,11.0,1.0,19.0,32.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_23.mid,Beethoven,1,11,120,Bb,F,4,4,8,24,F,0,True,False,64.0,11.0,86.0,34.0,13.0,68.0,3.0,8.0,4.0,34.0,97.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_2.mid,Bach,1,3,1024,D,D,3,8,8,36,A,0,True,False,0.0,19.0,26.0,0.0,15.0,0.0,15.0,10.0,5.0,21.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 3mov_7.mid,Haydn,1,12,192,,C,3,4,8,24,E,0,True,False,63.0,0.0,31.0,0.0,54.0,29.0,2.0,40.0,3.0,8.0,0.0,9.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_3.mid,Bach,1,3,1024,D,A,3,8,8,36,F#,0,True,False,0.0,16.0,17.0,0.0,14.0,0.0,11.0,1.0,19.0,32.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_24.mid,Beethoven,1,11,120,Bb,F,4,4,8,24,A,0,True,False,55.0,7.0,36.0,18.0,20.0,53.0,11.0,52.0,11.0,32.0,117.0,15.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 3mov_8.mid,Haydn,1,12,192,,C,3,4,8,24,G#,0,True,False,12.0,1.0,47.0,0.0,13.0,15.0,5.0,46.0,1.0,10.0,0.0,43.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_4.mid,Bach,1,3,1024,D,G,3,8,8,36,A,0,True,False,13.0,6.0,12.0,1.0,16.0,0.0,19.0,15.0,0.0,16.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_25.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,F,0,True,False,35.0,10.0,29.0,23.0,13.0,62.0,8.0,29.0,7.0,23.0,27.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_5.mid,Bach,1,3,1024,D,E,3,8,8,36,D#,0,True,False,4.0,7.0,6.0,9.0,25.0,0.0,14.0,10.0,7.0,24.0,0.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 3mov_9.mid,Haydn,1,12,192,,C,3,4,8,24,F,0,True,False,21.0,0.0,45.0,0.0,20.0,17.0,4.0,41.0,2.0,8.0,0.0,39.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_26.mid,Beethoven,1,11,120,Bb,C#,4,4,8,24,G,0,True,False,51.0,28.0,18.0,49.0,5.0,35.0,21.0,13.0,5.0,14.0,64.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_6.mid,Bach,1,3,1024,D,D,3,8,8,36,F#,0,True,False,1.0,9.0,19.0,1.0,18.0,0.0,19.0,15.0,0.0,25.0,0.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_27.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,A,0,True,False,67.0,6.0,48.0,56.0,10.0,33.0,13.0,33.0,15.0,44.0,45.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_7.mid,Bach,1,3,1024,D,D,3,8,8,36,E,0,True,False,2.0,16.0,23.0,0.0,16.0,0.0,15.0,19.0,4.0,25.0,0.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Allegro_BWV998_8.mid,Bach,1,3,1024,D,D,3,8,8,36,F#,0,True,False,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_1.mid,Haydn,1,12,192,,C,2,4,8,24,E,0,True,False,154.0,0.0,141.0,0.0,83.0,51.0,15.0,95.0,0.0,50.0,0.0,52.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Aria2_0.mid,Bach,1,3,480,,G,3,4,184,8,B,0,True,False,12.0,0.0,11.0,5.0,19.0,0.0,15.0,28.0,0.0,8.0,0.0,20.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_29.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,A#,0,True,False,39.0,0.0,47.0,37.0,0.0,33.0,11.0,18.0,1.0,82.0,111.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Aria2_1.mid,Bach,1,3,480,,G,3,4,184,8,B,0,True,False,8.0,4.0,6.0,14.0,25.0,0.0,23.0,22.0,0.0,18.0,0.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_10.mid,Haydn,1,12,192,,F,2,4,8,24,F,0,True,False,118.0,15.0,59.0,18.0,59.0,73.0,5.0,85.0,4.0,46.0,49.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Aria_0.mid,Bach,1,4,480,,F,3,4,44,10,D,0,True,False,18.0,2.0,36.0,0.0,8.0,30.0,0.0,10.0,0.0,34.0,18.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_3.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,C,0,True,False,71.0,35.0,56.0,42.0,7.0,87.0,3.0,12.0,1.0,28.0,114.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Aria_1.mid,Bach,1,4,480,,C,3,4,44,10,G,0,True,False,7.0,7.0,12.0,0.0,11.0,7.0,0.0,16.0,0.0,13.0,1.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Kleiner_Kanon_0.mid,Bach,1,4,480,,C,1,4,39,9,E,0,True,False,16.0,1.0,10.0,1.0,19.0,5.0,3.0,4.0,4.0,14.0,0.0,15.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_30.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,A#,0,True,False,7.0,0.0,21.0,11.0,0.0,28.0,0.0,0.0,0.0,6.0,37.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_12.mid,Haydn,1,12,192,,C,2,4,8,24,A,0,True,False,50.0,18.0,28.0,20.0,178.0,28.0,3.0,13.0,2.0,71.0,6.0,30.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Kleiner_Kanon_1.mid,Bach,1,4,480,,C,3,4,39,9,C,0,True,False,15.0,1.0,16.0,1.0,18.0,9.0,4.0,14.0,4.0,8.0,0.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_4.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,D#,0,True,False,39.0,4.0,81.0,82.0,12.0,153.0,1.0,47.0,40.0,56.0,41.0,49.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_13.mid,Haydn,1,12,192,,C,2,4,8,24,E,0,True,False,38.0,27.0,115.0,0.0,87.0,64.0,5.0,67.0,0.0,72.0,4.0,44.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Kleiner_Kanon_2.mid,Bach,1,4,480,,G,3,4,39,9,C,0,True,False,23.0,2.0,13.0,0.0,18.0,8.0,10.0,18.0,8.0,16.0,1.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_5.mid,Beethoven,1,11,120,Bb,A#,4,4,8,24,D,0,True,False,68.0,1.0,85.0,74.0,8.0,72.0,4.0,28.0,0.0,36.0,92.0,20.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Kleiner_Kanon_3.mid,Bach,1,4,480,,G,3,4,39,9,C,0,True,False,14.0,2.0,5.0,0.0,10.0,4.0,9.0,8.0,8.0,14.0,1.0,13.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_14.mid,Haydn,1,12,192,,C,2,4,8,24,F,0,True,False,113.0,0.0,32.0,0.0,65.0,46.0,0.0,255.0,0.0,16.0,0.0,22.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_15.mid,Haydn,1,12,192,,G#,2,4,8,24,C,0,True,False,31.0,5.0,0.0,3.0,11.0,11.0,2.0,126.0,9.0,4.0,4.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_6.mid,Beethoven,1,11,120,Bb,F,4,4,8,24,F,0,True,False,66.0,0.0,75.0,60.0,34.0,58.0,6.0,19.0,13.0,33.0,82.0,15.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_16.mid,Haydn,1,12,192,,D#,2,4,8,24,F,0,True,False,38.0,4.0,9.0,14.0,0.0,8.0,7.0,51.0,8.0,0.0,1.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Marche2_1.mid,Bach,1,4,480,,G,2,2,82,8,D,0,True,False,14.0,0.0,39.0,0.0,9.0,3.0,20.0,34.0,0.0,30.0,0.0,25.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_7.mid,Beethoven,1,11,120,Bb,F,4,4,8,24,D#,0,True,False,76.0,13.0,39.0,6.0,56.0,39.0,22.0,92.0,2.0,41.0,57.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Marche2_2.mid,Bach,1,4,480,,G,2,2,82,8,D,0,True,False,14.0,0.0,24.0,0.0,9.0,3.0,8.0,34.0,0.0,16.0,0.0,25.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_17.mid,Haydn,1,12,192,,C,2,4,8,24,G,0,True,False,22.0,1.0,17.0,0.0,20.0,27.0,2.0,128.0,1.0,10.0,1.0,13.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_8.mid,Beethoven,1,11,120,Bb,F,4,4,8,24,A,0,True,False,89.0,2.0,60.0,0.0,24.0,69.0,5.0,56.0,0.0,57.0,46.0,13.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Marche_0.mid,Bach,1,3,480,,D,1,2,83,7,A,0.48,True,False,0.0,24.0,44.0,0.0,16.0,0.0,17.0,10.0,2.0,33.0,0.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_18.mid,Haydn,1,12,192,,F,2,4,8,24,C#,0,True,False,96.0,27.0,77.0,9.0,96.0,73.0,30.0,122.0,19.0,82.0,36.0,32.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 1mov_9.mid,Beethoven,1,11,120,Bb,C#,4,4,8,24,C,0,True,False,57.0,32.0,15.0,9.0,58.0,189.0,13.0,22.0,23.0,42.0,30.0,7.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Marche_2.mid,Bach,1,3,480,,D,2,2,83,7,A,0,True,False,1.0,13.0,32.0,0.0,14.0,0.0,17.0,17.0,3.0,26.0,1.0,15.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_19.mid,Haydn,1,12,192,,C,2,4,8,24,C,0,True,False,338.0,0.0,47.0,0.0,61.0,35.0,0.0,65.0,0.0,18.0,8.0,15.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 2mov_0.mid,Beethoven,1,11,120,Eb,D#,3,4,8,24,G,0,True,False,39.0,0.0,49.0,117.0,0.0,58.0,3.0,63.0,48.0,21.0,138.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet1_0.mid,Bach,1,4,480,,G,3,4,162,6,D,0,True,False,20.0,0.0,18.0,0.0,6.0,0.0,6.0,37.0,0.0,20.0,0.0,24.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_2.mid,Haydn,1,12,192,,G,2,4,8,24,D,0,True,False,60.0,26.0,143.0,12.0,69.0,2.0,47.0,60.0,8.0,63.0,6.0,64.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 2mov_1.mid,Beethoven,1,11,120,Eb,A#,3,4,8,24,G,0,True,False,84.0,24.0,68.0,119.0,6.0,106.0,8.0,120.0,28.0,31.0,93.0,27.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet1_1.mid,Bach,1,4,480,,G,3,4,162,6,D,0,True,False,20.0,0.0,18.0,0.0,6.0,0.0,6.0,37.0,0.0,20.0,0.0,24.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet1_2.mid,Bach,1,4,480,,G,3,4,162,6,B,0,True,False,6.0,5.0,22.0,0.0,11.0,0.0,14.0,31.0,0.0,19.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 2mov_2.mid,Beethoven,1,11,120,Eb,D#,3,4,8,24,F#,0,True,False,72.0,3.0,76.0,154.0,9.0,116.0,11.0,98.0,78.0,41.0,176.0,7.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet1_3.mid,Bach,1,4,480,,G,3,4,162,6,B,0,True,False,6.0,5.0,22.0,0.0,11.0,0.0,14.0,31.0,0.0,19.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 2mov_3.mid,Beethoven,1,11,120,Eb,D#,3,4,8,24,A#,0,True,False,86.0,26.0,60.0,140.0,7.0,73.0,4.0,92.0,80.0,13.0,125.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet2_0.mid,Bach,1,4,480,,C,3,4,39,9,A,0,True,False,22.0,2.0,14.0,0.0,24.0,11.0,0.0,12.0,4.0,18.0,0.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_22.mid,Haydn,1,12,192,,C,2,4,8,24,F,0,True,False,48.0,8.0,27.0,4.0,137.0,25.0,3.0,15.0,7.0,59.0,6.0,29.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 2mov_4.mid,Beethoven,1,11,120,Eb,A#,3,4,8,24,D#,0,True,False,45.0,23.0,14.0,193.0,22.0,68.0,53.0,42.0,41.0,57.0,77.0,33.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet2_1.mid,Bach,1,4,480,,C,3,4,39,9,A,0,True,False,22.0,2.0,14.0,0.0,24.0,11.0,0.0,12.0,4.0,18.0,0.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 2mov_5.mid,Beethoven,1,11,120,Eb,D#,3,4,8,24,G#,0,True,False,4.0,0.0,24.0,38.0,0.0,13.0,0.0,28.0,23.0,21.0,79.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_23.mid,Haydn,1,12,192,,C,2,4,8,24,E,0,True,False,37.0,37.0,120.0,16.0,127.0,64.0,4.0,61.0,1.0,82.0,4.0,55.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet2_2.mid,Bach,1,4,480,,C,3,4,39,9,C,0,True,False,21.0,1.0,15.0,0.0,18.0,6.0,4.0,14.0,5.0,23.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 3mov_0.mid,Beethoven,1,11,120,Bb,A#,6,8,8,12,D,0,True,False,55.0,11.0,77.0,45.0,10.0,108.0,0.0,32.0,2.0,24.0,109.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_24.mid,Haydn,1,12,192,,C,2,4,8,24,E,0,True,False,71.0,0.0,24.0,0.0,67.0,19.0,1.0,241.0,0.0,2.0,0.0,19.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet2_3.mid,Bach,1,4,480,,C,3,4,39,9,C,0,True,False,21.0,1.0,15.0,0.0,18.0,6.0,4.0,14.0,5.0,23.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 3mov_1.mid,Beethoven,1,11,120,Bb,A#,6,8,8,12,A#,0,True,False,33.0,0.0,53.0,17.0,11.0,71.0,1.0,15.0,1.0,28.0,70.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet3_0.mid,Bach,1,3,480,,G,3,4,184,8,G,0,True,False,12.0,0.0,28.0,0.0,7.0,0.0,8.0,51.0,0.0,10.0,0.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 3mov_10.mid,Beethoven,1,11,120,Bb,F,6,8,8,12,F,0,True,False,33.0,12.0,9.0,10.0,10.0,38.0,0.0,11.0,0.0,29.0,32.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet3_1.mid,Bach,1,3,480,,G,3,4,184,8,G,0,True,False,12.0,0.0,28.0,0.0,7.0,0.0,8.0,51.0,0.0,10.0,0.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_26.mid,Haydn,1,12,192,,D#,2,4,8,24,A#,0,True,False,40.0,6.0,9.0,15.0,0.0,16.0,7.0,40.0,8.0,4.0,5.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet3_2.mid,Bach,1,3,480,,G,3,4,184,8,G,0,True,False,9.0,0.0,21.0,5.0,23.0,0.0,20.0,23.0,0.0,13.0,0.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 3mov_11.mid,Beethoven,1,11,120,Bb,A#,6,8,8,12,A#,0,True,False,61.0,11.0,89.0,57.0,14.0,132.0,1.0,37.0,3.0,28.0,125.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet3_3.mid,Bach,1,3,480,,D,3,4,184,8,G,0,True,False,5.0,0.0,14.0,5.0,18.0,0.0,14.0,39.0,0.0,12.0,0.0,32.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 3mov_12.mid,Beethoven,1,11,120,Bb,D#,6,8,8,12,A#,0,True,False,17.0,0.0,44.0,18.0,9.0,35.0,0.0,27.0,21.0,9.0,71.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet3_4.mid,Bach,1,3,480,,G,3,4,184,8,G,0,True,False,14.0,0.0,35.0,0.0,9.0,0.0,12.0,36.0,0.0,11.0,0.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_28.mid,Haydn,1,12,192,,F,2,4,8,24,D,0,True,False,83.0,27.0,59.0,9.0,76.0,48.0,32.0,210.0,19.0,74.0,36.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Piano Concerto n2 op19 3mov_13.mid,Beethoven,1,11,120,Bb,A#,6,8,8,12,D#,0,True,False,71.0,0.0,36.0,26.0,16.0,56.0,2.0,60.0,4.0,38.0,56.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet4_0.mid,Bach,1,3,480,,G,3,4,246,7,G,0,True,False,15.0,0.0,20.0,0.0,9.0,0.0,15.0,18.0,0.0,22.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_AM_Menuet4_1.mid,Bach,1,3,480,,D,3,4,246,7,D,0,True,False,8.0,8.0,22.0,0.0,15.0,0.0,13.0,15.0,0.0,21.0,0.0,13.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Haydn\Symphony n90 4mov_29.mid,Haydn,1,12,192,,C,2,4,8,24,F,0,True,False,327.0,0.0,63.0,0.0,64.0,62.0,0.0,71.0,0.0,26.0,4.0,30.0
